!12/12/2020.7:28:12.PM
!RF.CORRECTION: FULL.TWO.PORT.CAL.PORT.1.2
!AVERAGING.OFF
!IF.BANDWIDTH: 1KHZ
!NUMBER.OF.TRACES: 1
!TRACE:       ,TRACE.1           
!PARAMETER:   ,S21               
!GRAPH:       ,REAL.IMAG         
!SMOOTHING:   ,OFF               
!TIMEDOMAIN:  ,NOT.INSTALLED     
!SWEEPTYPE: FREQ.SWEEP(Linear)
PNT,FREQ1.GHZ,REAL1,IMAG1
1,2.000000000,-2.589647E-002,3.415225E-003
2,2.060000000,-3.952872E-002,-1.501031E-002
3,2.120000000,-4.276754E-002,9.600743E-003
4,2.180000000,-2.748857E-002,-2.105332E-003
5,2.240000000,-4.302212E-002,4.167112E-003
6,2.300000000,-3.739514E-002,6.001056E-003
7,2.360000000,-4.550164E-002,1.393342E-002
8,2.420000000,-4.008669E-002,2.027541E-002
9,2.480000000,-3.469008E-002,2.250316E-002
10,2.540000000,-3.552054E-002,2.990717E-002
11,2.600000000,-3.559642E-002,2.941918E-002
12,2.660000000,-3.279541E-002,4.200131E-002
13,2.720000000,-2.861578E-002,4.613034E-002
14,2.780000000,-1.829796E-002,5.340920E-002
15,2.840000000,-1.186198E-002,5.940183E-002
16,2.900000000,4.654397E-003,6.327722E-002
17,2.960000000,1.772312E-002,6.338044E-002
18,3.020000000,3.055170E-002,4.377301E-002
19,3.080000000,3.686278E-002,3.569686E-002
20,3.140000000,2.885974E-002,3.266122E-002
21,3.200000000,3.354914E-002,2.144479E-002
22,3.260000000,3.925701E-002,2.343039E-002
23,3.320000000,3.828567E-002,1.567454E-002
24,3.380000000,4.033082E-002,4.712712E-003
25,3.440000000,3.702653E-002,2.141587E-003
26,3.500000000,3.698220E-002,-2.533420E-003
27,3.560000000,3.538988E-002,-7.526265E-003
28,3.620000000,3.322890E-002,-1.603877E-002
29,3.680000000,3.112354E-002,-2.188453E-002
30,3.740000000,2.013127E-002,-2.576914E-002
31,3.800000000,1.215870E-002,-2.876846E-002
32,3.860000000,4.811840E-003,-2.559227E-002
33,3.920000000,-2.699315E-003,-1.970991E-002
34,3.980000000,-4.455522E-003,-1.684269E-002
35,4.040000000,-7.285391E-003,-1.133526E-002
36,4.100000000,-7.148365E-003,-4.637165E-003
37,4.160000000,-3.598442E-020,-3.536415E-020
38,4.220000000,-2.164136E-020,4.129218E-020
39,4.280000000,4.824573E-020,1.149292E-021
40,4.340000000,4.511819E-020,-1.444186E-020
41,4.400000000,0.000000E+000,0.000000E+000
42,4.460000000,1.103453E-002,-1.039104E-002
43,4.520000000,9.478223E-003,-1.169834E-002
44,4.580000000,1.052918E-002,-1.093646E-002
45,4.640000000,8.366391E-003,-1.566045E-002
46,4.700000000,9.154742E-003,-1.695892E-002
47,4.760000000,7.148806E-003,-2.003393E-002
48,4.820000000,2.195344E-003,-2.209983E-002
49,4.880000000,-5.690120E-004,-2.501538E-002
50,4.940000000,-4.057540E-003,-2.383410E-002
51,5.000000000,-8.274611E-003,-2.270862E-002
52,5.060000000,-1.200156E-002,-2.427256E-002
53,5.120000000,-1.497928E-002,-2.185656E-002
54,5.180000000,-1.829867E-002,-1.921972E-002
55,5.240000000,-2.169372E-002,-1.692444E-002
56,5.300000000,-2.477948E-002,-1.399949E-002
57,5.360000000,-2.497827E-002,-9.581109E-003
58,5.420000000,-2.540373E-002,-6.215994E-003
59,5.480000000,-2.719982E-002,-4.761628E-003
60,5.540000000,-2.901860E-002,-8.930403E-004
61,5.600000000,-2.948101E-002,3.346666E-003
62,5.660000000,-2.787919E-002,7.396639E-003
63,5.720000000,-2.772172E-002,1.107060E-002
64,5.780000000,-2.669568E-002,1.539726E-002
65,5.840000000,-2.548688E-002,1.890354E-002
66,5.900000000,-2.196112E-002,2.330473E-002
67,5.960000000,-1.760943E-002,2.827877E-002
68,6.020000000,-1.513216E-002,3.107655E-002
69,6.080000000,-9.487813E-003,3.124523E-002
70,6.140000000,-2.827330E-003,3.413879E-002
71,6.200000000,2.237456E-003,3.471745E-002
72,6.260000000,9.199111E-003,3.314084E-002
73,6.320000000,1.222301E-002,2.905382E-002
74,6.380000000,1.816450E-002,2.426045E-002
75,6.440000000,2.431203E-002,2.390309E-002
76,6.500000000,2.066697E-002,1.868792E-002
77,6.560000000,2.627772E-002,1.042992E-002
78,6.620000000,2.950585E-002,7.813198E-003
79,6.680000000,2.500102E-002,2.943226E-003
80,6.740000000,2.441820E-002,-2.634450E-003
81,6.800000000,2.117585E-002,-7.263312E-003
