!12/12/2020.7:24:57.PM
!RF.CORRECTION: FULL.TWO.PORT.CAL.PORT.1.2
!AVERAGING.OFF
!IF.BANDWIDTH: 1KHZ
!NUMBER.OF.TRACES: 1
!TRACE:       ,TRACE.1           
!PARAMETER:   ,S21               
!GRAPH:       ,REAL.IMAG         
!SMOOTHING:   ,OFF               
!TIMEDOMAIN:  ,NOT.INSTALLED     
!SWEEPTYPE: FREQ.SWEEP(Linear)
PNT,FREQ1.GHZ,REAL1,IMAG1
1,2.000000000,-2.501426E-002,-3.186803E-003
2,2.060000000,-4.464224E-002,-2.266553E-002
3,2.120000000,-5.226064E-002,3.398933E-003
4,2.180000000,-4.096140E-002,-6.169755E-003
5,2.240000000,-6.029653E-002,6.981352E-003
6,2.300000000,-5.095822E-002,1.305641E-002
7,2.360000000,-5.869461E-002,2.259644E-002
8,2.420000000,-6.115825E-002,3.129675E-002
9,2.480000000,-4.626699E-002,5.105893E-002
10,2.540000000,-3.711890E-002,6.112508E-002
11,2.600000000,-2.966915E-002,5.609475E-002
12,2.660000000,-1.433896E-002,6.939474E-002
13,2.720000000,-1.023038E-002,6.974167E-002
14,2.780000000,1.078922E-002,7.073055E-002
15,2.840000000,2.131449E-002,6.601787E-002
16,2.900000000,3.521711E-002,5.774720E-002
17,2.960000000,4.633490E-002,5.748112E-002
18,3.020000000,5.428589E-002,3.437078E-002
19,3.080000000,6.635295E-002,1.455882E-002
20,3.140000000,5.729394E-002,8.710503E-003
21,3.200000000,4.706768E-002,-1.238008E-002
22,3.260000000,4.391292E-002,-1.723343E-002
23,3.320000000,3.585067E-002,-1.734474E-002
24,3.380000000,2.781392E-002,-2.973114E-002
25,3.440000000,1.798704E-002,-2.950632E-002
26,3.500000000,9.586795E-003,-2.824059E-002
27,3.560000000,4.397530E-003,-2.682553E-002
28,3.620000000,-5.252862E-003,-2.333557E-002
29,3.680000000,-1.225637E-002,-1.927777E-002
30,3.740000000,-1.506025E-002,-1.072048E-002
31,3.800000000,-1.643494E-002,1.381439E-003
32,3.860000000,-1.262225E-002,8.494330E-003
33,3.920000000,1.772645E-004,1.414310E-002
34,3.980000000,5.927387E-003,1.244124E-002
35,4.040000000,1.095964E-002,5.900582E-003
36,4.100000000,1.328985E-002,3.316022E-003
37,4.160000000,1.790159E-002,4.760098E-004
38,4.220000000,1.345058E-002,-7.753223E-003
39,4.280000000,1.087915E-002,-1.192976E-002
40,4.340000000,3.570250E-003,-1.101017E-002
41,4.400000000,4.525042E-020,-3.067346E-020
42,4.460000000,3.136890E-020,-4.100773E-020
43,4.520000000,0.000000E+000,0.000000E+000
44,4.580000000,0.000000E+000,0.000000E+000
45,4.640000000,0.000000E+000,0.000000E+000
46,4.700000000,0.000000E+000,0.000000E+000
47,4.760000000,0.000000E+000,0.000000E+000
48,4.820000000,7.301081E-003,-2.181449E-002
