!12/12/2020.7:24:53.PM
!RF.CORRECTION: FULL.TWO.PORT.CAL.PORT.1.2
!AVERAGING.OFF
!IF.BANDWIDTH: 1KHZ
!NUMBER.OF.TRACES: 1
!TRACE:       ,TRACE.1           
!PARAMETER:   ,S21               
!GRAPH:       ,REAL.IMAG         
!SMOOTHING:   ,OFF               
!TIMEDOMAIN:  ,NOT.INSTALLED     
!SWEEPTYPE: FREQ.SWEEP(Linear)
PNT,FREQ1.GHZ,REAL1,IMAG1
119,9.080000000,-2.228984E-002,-1.236113E-003
120,9.140000000,-1.998137E-002,4.913258E-003
121,9.200000000,-2.159094E-002,8.698823E-003
122,9.260000000,-1.484964E-002,1.100818E-002
123,9.320000000,-1.097719E-002,1.456129E-002
124,9.380000000,-9.509917E-003,1.389722E-002
125,9.440000000,-5.409257E-003,1.339287E-002
126,9.500000000,-4.995985E-003,1.235774E-002
127,9.560000000,-4.434426E-003,1.314209E-002
128,9.620000000,-2.500066E-003,1.423410E-002
129,9.680000000,-7.351998E-004,1.450440E-002
130,9.740000000,2.547758E-003,1.362611E-002
131,9.800000000,4.173677E-003,1.332161E-002
132,9.860000000,7.448886E-003,1.169834E-002
133,9.920000000,7.698324E-003,1.129025E-002
134,9.980000000,8.210752E-003,8.368485E-003
135,10.040000000,9.921968E-003,6.600900E-003
136,10.100000000,8.760208E-003,6.651627E-003
137,10.160000000,8.960407E-003,3.825630E-003
138,10.220000000,1.036785E-002,3.801963E-003
139,10.280000000,9.473255E-003,2.554273E-003
140,10.340000000,1.083139E-002,9.897967E-004
141,10.400000000,1.080205E-002,-3.377032E-004
142,10.460000000,1.049936E-002,-2.633256E-003
143,10.520000000,9.956157E-003,-4.391257E-003
144,10.580000000,7.718107E-003,-5.555944E-003
145,10.640000000,6.745552E-003,-6.333374E-003
146,10.700000000,4.686001E-003,-6.852508E-003
147,10.760000000,2.029148E-020,-4.717115E-020
148,10.820000000,0.000000E+000,0.000000E+000
149,10.880000000,0.000000E+000,0.000000E+000
