!12/12/2020.7:25:04.PM
!RF.CORRECTION: FULL.TWO.PORT.CAL.PORT.1.2
!AVERAGING.OFF
!IF.BANDWIDTH: 1KHZ
!NUMBER.OF.TRACES: 1
!TRACE:       ,TRACE.1           
!PARAMETER:   ,S21               
!GRAPH:       ,REAL.IMAG         
!SMOOTHING:   ,OFF               
!TIMEDOMAIN:  ,NOT.INSTALLED     
!SWEEPTYPE: FREQ.SWEEP(Linear)
PNT,FREQ1.GHZ,REAL1,IMAG1
1,2.000000000,-2.453532E-002,-2.344259E-003
2,2.060000000,-4.372758E-002,-2.314088E-002
3,2.120000000,-5.252662E-002,3.277994E-003
4,2.180000000,-4.027445E-002,-6.287046E-003
5,2.240000000,-6.004512E-002,5.875653E-003
6,2.300000000,-5.133775E-002,1.205807E-002
7,2.360000000,-5.969748E-002,2.130270E-002
8,2.420000000,-6.243734E-002,3.055115E-002
9,2.480000000,-4.822645E-002,5.145661E-002
10,2.540000000,-3.861419E-002,6.231249E-002
11,2.600000000,-2.970590E-002,5.700777E-002
12,2.660000000,-1.451367E-002,7.036640E-002
13,2.720000000,-1.011259E-002,6.979851E-002
14,2.780000000,9.984693E-003,7.030670E-002
15,2.840000000,1.975967E-002,6.660078E-002
16,2.900000000,3.353900E-002,5.882477E-002
17,2.960000000,4.520576E-002,6.065740E-002
18,3.020000000,5.438724E-002,3.725652E-002
19,3.080000000,6.910837E-002,1.738509E-002
20,3.140000000,5.934449E-002,1.026668E-002
21,3.200000000,4.961100E-002,-1.220676E-002
22,3.260000000,4.589884E-002,-1.732704E-002
23,3.320000000,3.739739E-002,-1.738592E-002
24,3.380000000,2.985965E-002,-3.040640E-002
25,3.440000000,1.992488E-002,-3.034564E-002
26,3.500000000,1.106487E-002,-2.991569E-002
27,3.560000000,5.598247E-003,-2.832877E-002
28,3.620000000,-4.594320E-003,-2.513657E-002
29,3.680000000,-1.182569E-002,-2.131058E-002
30,3.740000000,-1.551719E-002,-1.259563E-002
31,3.800000000,-1.706632E-002,-5.718998E-004
32,3.860000000,-1.386664E-002,7.160889E-003
33,3.920000000,-1.515255E-003,1.400077E-002
34,3.980000000,4.510269E-003,1.206295E-002
35,4.040000000,1.018502E-002,6.263620E-003
36,4.100000000,1.247171E-002,3.534758E-003
37,4.160000000,1.736976E-002,1.155458E-003
38,4.220000000,1.316990E-002,-7.623064E-003
39,4.280000000,1.126547E-002,-1.090658E-002
40,4.340000000,4.225948E-003,-1.138389E-002
41,4.400000000,2.477968E-003,-7.771567E-003
42,4.460000000,3.146882E-020,-4.119725E-020
43,4.520000000,0.000000E+000,0.000000E+000
44,4.580000000,7.643568E-020,-4.713952E-021
45,4.640000000,3.211066E-020,5.898576E-020
46,4.700000000,0.000000E+000,0.000000E+000
47,4.760000000,0.000000E+000,0.000000E+000
48,4.820000000,6.586014E-003,-2.082474E-002
49,4.880000000,3.022183E-003,-2.742613E-002
50,4.940000000,-2.544238E-003,-2.518306E-002
51,5.000000000,-9.817290E-003,-2.350064E-002
52,5.060000000,-1.252414E-002,-2.235173E-002
53,5.120000000,-1.375432E-002,-2.054884E-002
54,5.180000000,-1.746578E-002,-1.912560E-002
55,5.240000000,-2.149827E-002,-1.708971E-002
56,5.300000000,-2.523528E-002,-1.550055E-002
57,5.360000000,-2.816833E-002,-1.020088E-002
58,5.420000000,-3.016252E-002,-3.862090E-003
59,5.480000000,-3.126759E-002,3.747691E-004
60,5.540000000,-3.152101E-002,6.342642E-003
61,5.600000000,-3.029890E-002,1.263361E-002
62,5.660000000,-2.493439E-002,1.866959E-002
63,5.720000000,-2.048328E-002,2.099399E-002
64,5.780000000,-1.657099E-002,2.262490E-002
65,5.840000000,-1.344348E-002,2.343469E-002
66,5.900000000,-1.050507E-002,2.271579E-002
67,5.960000000,-8.060619E-003,2.657078E-002
68,6.020000000,-4.796238E-003,2.844712E-002
69,6.080000000,-1.859122E-004,2.696085E-002
70,6.140000000,6.122736E-003,2.818217E-002
71,6.200000000,1.004985E-002,2.662984E-002
72,6.260000000,1.512011E-002,2.393371E-002
73,6.320000000,1.591707E-002,2.047772E-002
74,6.380000000,1.958736E-002,1.499287E-002
75,6.440000000,2.474644E-002,1.371638E-002
76,6.500000000,2.130605E-002,1.038167E-002
77,6.560000000,2.354386E-002,1.860284E-003
78,6.620000000,2.542994E-002,-2.024552E-004
79,6.680000000,2.142338E-002,-4.048113E-003
80,6.740000000,1.876892E-002,-8.460465E-003
81,6.800000000,1.529303E-002,-1.162970E-002
82,6.860000000,1.343682E-002,-1.292717E-002
83,6.920000000,1.023208E-002,-1.231619E-002
84,6.980000000,5.152667E-003,-1.391716E-002
85,7.040000000,3.751264E-003,-1.349575E-002
86,7.100000000,8.923471E-020,-2.270513E-020
87,7.160000000,-5.815398E-020,-8.723850E-020
88,7.220000000,0.000000E+000,0.000000E+000
89,7.280000000,1.554156E-020,-7.677663E-020
90,7.340000000,0.000000E+000,0.000000E+000
91,7.400000000,0.000000E+000,0.000000E+000
92,7.460000000,5.050031E-020,-4.744239E-020
93,7.520000000,3.003968E-020,-6.297767E-020
94,7.580000000,0.000000E+000,0.000000E+000
95,7.640000000,0.000000E+000,0.000000E+000
96,7.700000000,-3.820766E-020,-6.664532E-020
97,7.760000000,0.000000E+000,0.000000E+000
98,7.820000000,0.000000E+000,0.000000E+000
99,7.880000000,0.000000E+000,0.000000E+000
100,7.940000000,0.000000E+000,0.000000E+000
101,8.000000000,0.000000E+000,0.000000E+000
102,8.060000000,4.717893E-020,9.398345E-021
103,8.120000000,-3.462536E-020,4.299529E-020
104,8.180000000,4.153474E-020,-1.766100E-020
105,8.240000000,5.124422E-020,6.642174E-021
106,8.300000000,0.000000E+000,0.000000E+000
107,8.360000000,0.000000E+000,0.000000E+000
108,8.420000000,0.000000E+000,0.000000E+000
109,8.480000000,0.000000E+000,0.000000E+000
110,8.540000000,5.651797E-020,-3.498295E-020
111,8.600000000,2.430094E-003,-1.688747E-002
112,8.660000000,1.657521E-003,-1.917578E-002
