!12/12/2020.7:25:28.PM
!RF.CORRECTION: FULL.TWO.PORT.CAL.PORT.1.2
!AVERAGING.OFF
!IF.BANDWIDTH: 1KHZ
!NUMBER.OF.TRACES: 1
!TRACE:       ,TRACE.1           
!PARAMETER:   ,S21               
!GRAPH:       ,REAL.IMAG         
!SMOOTHING:   ,OFF               
!TIMEDOMAIN:  ,NOT.INSTALLED     
!SWEEPTYPE: FREQ.SWEEP(Linear)
PNT,FREQ1.GHZ,REAL1,IMAG1
1,2.000000000,-2.336244E-002,-2.556929E-003
2,2.060000000,-3.846037E-002,-2.093009E-002
3,2.120000000,-4.899112E-002,2.930623E-003
4,2.180000000,-3.516999E-002,-4.047617E-003
5,2.240000000,-5.163921E-002,7.518178E-003
6,2.300000000,-4.129688E-002,1.799797E-002
7,2.360000000,-3.743556E-002,2.132214E-002
8,2.420000000,-2.726170E-002,2.141269E-002
9,2.480000000,-2.734167E-002,1.308233E-002
10,2.540000000,-3.510647E-002,1.752662E-002
11,2.600000000,-4.219288E-002,2.153131E-002
12,2.660000000,-3.848334E-002,4.059168E-002
13,2.720000000,-3.296540E-002,4.621279E-002
14,2.780000000,-1.913794E-002,5.535903E-002
15,2.840000000,-1.231687E-002,5.358661E-002
16,2.900000000,-8.792271E-004,5.785050E-002
17,2.960000000,8.032706E-003,6.203410E-002
18,3.020000000,2.400645E-002,4.738570E-002
19,3.080000000,3.255339E-002,3.894257E-002
20,3.140000000,2.334911E-002,3.399126E-002
21,3.200000000,2.692356E-002,2.721852E-002
22,3.260000000,3.154508E-002,3.525761E-002
23,3.320000000,3.813324E-002,3.125207E-002
24,3.380000000,5.231112E-002,1.980879E-002
25,3.440000000,5.634644E-002,8.324248E-003
26,3.500000000,5.553638E-002,-9.404501E-003
27,3.560000000,4.516468E-002,-2.217435E-002
28,3.620000000,3.071276E-002,-3.292686E-002
29,3.680000000,2.163028E-002,-3.053468E-002
30,3.740000000,1.293725E-002,-2.926288E-002
31,3.800000000,3.934314E-003,-2.846038E-002
32,3.860000000,-2.771712E-003,-2.443747E-002
33,3.920000000,-1.017482E-002,-1.479874E-002
34,3.980000000,-9.139799E-003,-5.634150E-003
35,4.040000000,3.853982E-021,-4.651743E-020
36,4.100000000,0.000000E+000,0.000000E+000
37,4.160000000,0.000000E+000,0.000000E+000
38,4.220000000,4.152858E-020,2.165612E-020
39,4.280000000,0.000000E+000,0.000000E+000
40,4.340000000,0.000000E+000,0.000000E+000
41,4.400000000,1.565595E-002,-2.678549E-003
42,4.460000000,1.415930E-002,-9.876702E-003
43,4.520000000,1.259224E-002,-1.418290E-002
44,4.580000000,1.031431E-002,-1.208602E-002
45,4.640000000,9.237184E-003,-1.645618E-002
46,4.700000000,8.162506E-003,-1.883922E-002
47,4.760000000,6.131172E-003,-1.961995E-002
48,4.820000000,1.772162E-003,-2.089379E-002
49,4.880000000,5.718968E-004,-2.423881E-002
50,4.940000000,-2.166667E-003,-2.434857E-002
51,5.000000000,-9.052821E-003,-2.316705E-002
52,5.060000000,-1.293849E-002,-2.307701E-002
53,5.120000000,-1.410090E-002,-1.989951E-002
54,5.180000000,-1.563895E-002,-1.796360E-002
55,5.240000000,-1.905628E-002,-1.704722E-002
56,5.300000000,-2.244412E-002,-1.584562E-002
57,5.360000000,-2.450177E-002,-1.266055E-002
58,5.420000000,-2.617931E-002,-8.821686E-003
59,5.480000000,-2.769732E-002,-6.243679E-003
60,5.540000000,-3.000462E-002,-3.353567E-003
61,5.600000000,-3.148494E-002,1.843395E-003
62,5.660000000,-3.114052E-002,8.554483E-003
63,5.720000000,-2.971369E-002,1.462942E-002
64,5.780000000,-2.524969E-002,1.895602E-002
65,5.840000000,-2.213701E-002,2.180758E-002
66,5.900000000,-1.812022E-002,2.257649E-002
