!12/12/2020.7:27:23.PM
!RF.CORRECTION: FULL.TWO.PORT.CAL.PORT.1.2
!AVERAGING.OFF
!IF.BANDWIDTH: 1KHZ
!NUMBER.OF.TRACES: 1
!TRACE:       ,TRACE.1           
!PARAMETER:   ,S21               
!GRAPH:       ,REAL.IMAG         
!SMOOTHING:   ,OFF               
!TIMEDOMAIN:  ,NOT.INSTALLED     
!SWEEPTYPE: FREQ.SWEEP(Linear)
PNT,FREQ1.GHZ,REAL1,IMAG1
1,2.000000000,-2.058712E-002,1.178524E-003
2,2.060000000,-3.204847E-002,-2.306763E-002
3,2.120000000,-4.340301E-002,-2.611849E-004
4,2.180000000,-3.036106E-002,-8.009809E-003
5,2.240000000,-4.610888E-002,-4.649919E-003
6,2.300000000,-4.402056E-002,2.790045E-003
7,2.360000000,-4.927941E-002,1.179445E-002
8,2.420000000,-4.097822E-002,1.500355E-002
9,2.480000000,-4.315450E-002,1.685874E-002
10,2.540000000,-4.639375E-002,2.528077E-002
11,2.600000000,-4.983433E-002,2.939869E-002
12,2.660000000,-4.404743E-002,5.336736E-002
13,2.720000000,-3.398547E-002,5.482438E-002
14,2.780000000,-1.999262E-002,6.379867E-002
15,2.840000000,-8.621011E-003,6.590568E-002
16,2.900000000,3.606931E-003,6.614623E-002
17,2.960000000,1.638912E-002,6.975391E-002
18,3.020000000,3.120769E-002,5.061541E-002
19,3.080000000,4.538411E-002,4.230539E-002
20,3.140000000,3.426489E-002,3.478143E-002
21,3.200000000,3.737393E-002,2.278963E-002
22,3.260000000,4.305270E-002,2.412291E-002
23,3.320000000,4.087763E-002,1.869648E-002
24,3.380000000,4.657651E-002,8.475069E-003
25,3.440000000,4.651308E-002,1.337286E-003
26,3.500000000,4.525482E-002,-9.626484E-003
27,3.560000000,3.825257E-002,-1.766082E-002
28,3.620000000,2.774401E-002,-2.342127E-002
29,3.680000000,2.476003E-002,-2.296909E-002
30,3.740000000,1.637014E-002,-2.624044E-002
31,3.800000000,9.099924E-003,-2.573153E-002
32,3.860000000,6.246483E-003,-2.105086E-002
33,3.920000000,1.521637E-003,-1.664006E-002
34,3.980000000,1.727084E-003,-1.728792E-002
35,4.040000000,-2.448473E-003,-1.482379E-002
36,4.100000000,-6.442379E-003,-1.139575E-002
37,4.160000000,-3.585686E-020,-3.515763E-020
38,4.220000000,0.000000E+000,0.000000E+000
39,4.280000000,0.000000E+000,0.000000E+000
40,4.340000000,0.000000E+000,0.000000E+000
41,4.400000000,4.522809E-020,-3.138794E-020
42,4.460000000,0.000000E+000,0.000000E+000
43,4.520000000,0.000000E+000,0.000000E+000
44,4.580000000,0.000000E+000,0.000000E+000
45,4.640000000,1.596748E-002,-1.822902E-002
46,4.700000000,1.221763E-002,-2.376422E-002
47,4.760000000,6.873514E-003,-2.539874E-002
48,4.820000000,-7.079198E-004,-2.400883E-002
49,4.880000000,-1.732861E-003,-2.621007E-002
50,4.940000000,-4.648389E-003,-2.364142E-002
51,5.000000000,-9.277858E-003,-2.282397E-002
52,5.060000000,-1.164735E-002,-2.476848E-002
53,5.120000000,-1.570988E-002,-2.319445E-002
54,5.180000000,-2.021379E-002,-2.027944E-002
55,5.240000000,-2.443481E-002,-1.652383E-002
56,5.300000000,-2.522210E-002,-1.299586E-002
57,5.360000000,-2.492202E-002,-1.038429E-002
58,5.420000000,-2.733599E-002,-8.161611E-003
59,5.480000000,-2.977211E-002,-4.508250E-003
60,5.540000000,-3.108642E-002,-7.173751E-004
61,5.600000000,-3.144321E-002,4.318391E-003
62,5.660000000,-2.985127E-002,9.319779E-003
63,5.720000000,-2.936020E-002,1.436264E-002
64,5.780000000,-2.684120E-002,1.839955E-002
65,5.840000000,-2.511004E-002,2.288546E-002
66,5.900000000,-2.020109E-002,2.592809E-002
67,5.960000000,-1.442667E-002,3.079024E-002
68,6.020000000,-1.199863E-002,3.166708E-002
69,6.080000000,-6.038495E-003,3.023649E-002
70,6.140000000,-8.722882E-004,3.197267E-002
71,6.200000000,2.172971E-003,3.309431E-002
72,6.260000000,9.409210E-003,3.157323E-002
73,6.320000000,1.101775E-002,2.889382E-002
74,6.380000000,1.827684E-002,2.489799E-002
75,6.440000000,2.472908E-002,2.389931E-002
76,6.500000000,2.110878E-002,1.869796E-002
77,6.560000000,2.687135E-002,1.013871E-002
78,6.620000000,3.003412E-002,7.679508E-003
79,6.680000000,2.565929E-002,2.568381E-003
80,6.740000000,2.443935E-002,-3.222556E-003
81,6.800000000,2.153028E-002,-8.246623E-003
82,6.860000000,1.981149E-002,-1.019955E-002
83,6.920000000,1.516792E-002,-1.049323E-002
84,6.980000000,1.016938E-002,-1.388161E-002
85,7.040000000,9.745510E-003,-1.336281E-002
86,7.100000000,6.430337E-003,-1.197443E-002
87,7.160000000,8.751749E-020,-5.769098E-020
88,7.220000000,0.000000E+000,0.000000E+000
89,7.280000000,1.568835E-020,-7.697817E-020
90,7.340000000,6.663284E-020,-9.640168E-021
91,7.400000000,-3.088885E-020,-6.495749E-020
92,7.460000000,0.000000E+000,0.000000E+000
93,7.520000000,0.000000E+000,0.000000E+000
94,7.580000000,1.218604E-020,-7.180274E-020
95,7.640000000,0.000000E+000,0.000000E+000
96,7.700000000,0.000000E+000,0.000000E+000
97,7.760000000,5.763035E-020,5.012756E-020
98,7.820000000,0.000000E+000,0.000000E+000
99,7.880000000,0.000000E+000,0.000000E+000
100,7.940000000,7.772525E-020,-2.126097E-020
101,8.000000000,4.111155E-020,7.523732E-020
102,8.060000000,0.000000E+000,0.000000E+000
103,8.120000000,4.264324E-020,3.470419E-020
104,8.180000000,4.163904E-020,-1.759094E-020
105,8.240000000,5.140449E-020,7.005551E-021
106,8.300000000,0.000000E+000,0.000000E+000
107,8.360000000,5.124779E-020,-2.526228E-020
108,8.420000000,0.000000E+000,0.000000E+000
109,8.480000000,0.000000E+000,0.000000E+000
110,8.540000000,-3.517540E-020,-5.669396E-020
111,8.600000000,-3.577961E-004,-1.814799E-002
112,8.660000000,-1.601689E-003,-2.002979E-002
113,8.720000000,-6.176616E-003,-1.669800E-002
114,8.780000000,-1.112576E-002,-1.781528E-002
115,8.840000000,-1.186854E-002,-1.497981E-002
116,8.900000000,-1.626817E-002,-1.219646E-002
117,8.960000000,-1.824046E-002,-1.075721E-002
118,9.020000000,-2.040730E-002,-4.055615E-003
119,9.080000000,-1.871816E-002,-1.891626E-003
120,9.140000000,-1.731983E-002,2.072782E-003
121,9.200000000,-1.811126E-002,2.916881E-003
122,9.260000000,-1.445458E-002,3.459668E-003
123,9.320000000,-1.697024E-002,7.264436E-003
124,9.380000000,-1.658300E-002,7.723161E-003
125,9.440000000,-1.381660E-002,1.078305E-002
126,9.500000000,-1.323976E-002,1.341311E-002
127,9.560000000,-1.101834E-002,1.516157E-002
128,9.620000000,-7.983803E-003,1.741763E-002
129,9.680000000,-5.575041E-003,1.770891E-002
130,9.740000000,-1.370194E-003,1.940061E-002
131,9.800000000,8.415077E-004,1.775750E-002
132,9.860000000,4.522749E-003,1.652813E-002
133,9.920000000,5.412299E-003,1.722857E-002
134,9.980000000,7.968603E-003,1.421581E-002
135,10.040000000,1.209322E-002,1.282111E-002
136,10.100000000,1.077273E-002,1.043383E-002
137,10.160000000,1.157015E-002,6.786044E-003
138,10.220000000,1.370446E-002,6.968242E-003
139,10.280000000,1.217720E-002,4.684596E-003
140,10.340000000,1.389237E-002,2.558952E-003
141,10.400000000,1.290678E-002,-1.525418E-004
142,10.460000000,1.183311E-002,-1.669251E-003
143,10.520000000,1.122187E-002,-2.420579E-003
144,10.580000000,9.715566E-003,-4.149643E-003
145,10.640000000,8.527635E-003,-5.188955E-003
146,10.700000000,7.209946E-003,-5.183022E-003
147,10.760000000,6.159456E-003,-6.553742E-003
148,10.820000000,0.000000E+000,0.000000E+000
149,10.880000000,0.000000E+000,0.000000E+000
150,10.940000000,1.772857E-020,-4.865102E-020
151,11.000000000,0.000000E+000,0.000000E+000
152,11.060000000,-3.899899E-021,-4.362829E-020
153,11.120000000,5.228616E-020,2.465273E-020
