!12/12/2020.7:28:08.PM
!RF.CORRECTION: FULL.TWO.PORT.CAL.PORT.1.2
!AVERAGING.OFF
!IF.BANDWIDTH: 1KHZ
!NUMBER.OF.TRACES: 1
!TRACE:       ,TRACE.1           
!PARAMETER:   ,S21               
!GRAPH:       ,REAL.IMAG         
!SMOOTHING:   ,OFF               
!TIMEDOMAIN:  ,NOT.INSTALLED     
!SWEEPTYPE: FREQ.SWEEP(Linear)
PNT,FREQ1.GHZ,REAL1,IMAG1
1,2.000000000,-2.630366E-002,3.469925E-003
2,2.060000000,-3.951758E-002,-1.497753E-002
3,2.120000000,-4.328452E-002,9.741227E-003
4,2.180000000,-2.705172E-002,-1.409964E-003
5,2.240000000,-4.295540E-002,3.251142E-003
6,2.300000000,-3.784369E-002,5.509614E-003
7,2.360000000,-4.591775E-002,1.401093E-002
8,2.420000000,-4.034553E-002,2.030614E-002
9,2.480000000,-3.540111E-002,2.283714E-002
10,2.540000000,-3.519564E-002,3.063740E-002
11,2.600000000,-3.518911E-002,3.004994E-002
12,2.660000000,-3.146782E-002,4.186205E-002
13,2.720000000,-2.768814E-002,4.467799E-002
14,2.780000000,-1.825161E-002,5.161704E-002
15,2.840000000,-1.394864E-002,5.773527E-002
16,2.900000000,1.933878E-003,6.391316E-002
17,2.960000000,1.685690E-002,6.592246E-002
18,3.020000000,3.150128E-002,4.489158E-002
19,3.080000000,3.811200E-002,3.506839E-002
20,3.140000000,2.870630E-002,3.107398E-002
21,3.200000000,3.198401E-002,2.073116E-002
22,3.260000000,3.728440E-002,2.430567E-002
23,3.320000000,3.735334E-002,1.694390E-002
24,3.380000000,4.125462E-002,6.556736E-003
25,3.440000000,3.796382E-002,2.558394E-003
26,3.500000000,3.793046E-002,-3.413070E-003
27,3.560000000,3.486053E-002,-8.142397E-003
28,3.620000000,3.257209E-002,-1.544444E-002
29,3.680000000,3.143308E-002,-2.089650E-002
30,3.740000000,2.088126E-002,-2.573516E-002
31,3.800000000,1.304097E-002,-2.945802E-002
32,3.860000000,4.613592E-003,-2.665482E-002
33,3.920000000,-3.711198E-003,-1.978668E-002
34,3.980000000,-5.529460E-003,-1.606033E-002
35,4.040000000,-6.959680E-003,-1.017739E-002
36,4.100000000,-6.272662E-003,-4.043992E-003
37,4.160000000,-3.539471E-020,3.593475E-020
38,4.220000000,0.000000E+000,0.000000E+000
39,4.280000000,0.000000E+000,0.000000E+000
40,4.340000000,0.000000E+000,0.000000E+000
41,4.400000000,4.525311E-020,-3.142244E-020
42,4.460000000,1.254560E-002,-1.039535E-002
43,4.520000000,1.010735E-002,-1.288960E-002
44,4.580000000,1.029476E-002,-1.092430E-002
45,4.640000000,7.937279E-003,-1.628624E-002
46,4.700000000,8.705879E-003,-1.662599E-002
47,4.760000000,7.610781E-003,-1.958304E-002
48,4.820000000,2.736178E-003,-2.189762E-002
49,4.880000000,-2.950920E-004,-2.536462E-002
50,4.940000000,-3.928739E-003,-2.419080E-002
51,5.000000000,-8.243768E-003,-2.315069E-002
52,5.060000000,-1.223527E-002,-2.461302E-002
53,5.120000000,-1.552303E-002,-2.182020E-002
54,5.180000000,-1.836796E-002,-1.881519E-002
55,5.240000000,-2.160471E-002,-1.643663E-002
56,5.300000000,-2.447450E-002,-1.419597E-002
57,5.360000000,-2.497537E-002,-9.458191E-003
58,5.420000000,-2.514220E-002,-6.201755E-003
59,5.480000000,-2.652543E-002,-5.038257E-003
60,5.540000000,-2.870971E-002,-1.594780E-003
